carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Medicina,Virtual,No,29,7.5,84,Si
Medicina,Presencial,Si,23,5.8,79,No
Derecho,Hibrida,No,25,6.8,72,No
Medicina,Hibrida,Si,20,8.6,64,Si
Arquitectura,Presencial,No,29,9.3,54,No
Computacion,Hibrida,Si,27,8.0,99,Si
Arquitectura,Virtual,No,28,8.7,56,No
Arquitectura,Hibrida,No,20,6.8,82,Si
Economia,Hibrida,Si,28,5.9,89,No
Derecho,Virtual,Si,20,8.0,77,Si
Economia,Presencial,Si,30,7.1000000000000005,54,No
Industrial,Presencial,No,24,6.8,79,No
Computacion,Hibrida,No,19,8.2,83,Si
Economia,Hibrida,No,27,7.3,61,Si
Medicina,Virtual,Si,26,5.8,60,No
Medicina,Virtual,Si,26,9.4,73,No
Derecho,Presencial,Si,20,6.9,95,No
Medicina,Virtual,Si,25,8.6,78,Si
Derecho,Presencial,Si,27,8.1,58,No
Arquitectura,Presencial,Si,20,5.9,61,No
Arquitectura,Hibrida,Si,29,9.200000000000001,68,Si
Arquitectura,Virtual,No,20,5.3,67,No
Derecho,Hibrida,No,20,8.3,71,No
Arquitectura,Hibrida,Si,21,6.3999999999999995,58,No
Arquitectura,Hibrida,No,20,7.6,61,Si
Arquitectura,Hibrida,Si,30,7.3,98,Si
Derecho,Hibrida,Si,30,8.5,77,Si
Computacion,Hibrida,No,21,9.6,80,Si
Medicina,Virtual,Si,24,5.0,81,No
Medicina,Virtual,Si,18,8.700000000000001,97,Si
Derecho,Hibrida,No,24,6.2,59,No
Arquitectura,Virtual,No,26,6.5,60,No
Medicina,Presencial,No,26,8.7,87,Si
Arquitectura,Virtual,No,22,7.5,82,Si
Industrial,Presencial,Si,25,8.799999999999999,60,Si
Economia,Hibrida,Si,20,6.3,90,Si
Derecho,Virtual,No,19,4.4,48,No
Computacion,Hibrida,No,24,7.7,83,Si
Arquitectura,Presencial,Si,28,7.2,50,No
Arquitectura,Virtual,Si,18,9.2,70,No
Economia,Presencial,Si,20,5.1,67,No
Medicina,Virtual,Si,26,4.5,94,No
Arquitectura,Hibrida,No,23,9.8,67,Si
Derecho,Virtual,No,27,4.0,43,No
Arquitectura,Presencial,No,23,9.7,82,Si
Arquitectura,Hibrida,No,29,6.7,74,No
Derecho,Virtual,No,28,6.8,82,No
Economia,Presencial,No,28,8.7,64,No
Derecho,Virtual,No,23,7.1,37,No
Computacion,Virtual,No,19,7.3,41,No
Derecho,Hibrida,No,20,9.7,93,Si
Derecho,Virtual,Si,21,8.6,55,No
Arquitectura,Virtual,Si,30,5.1,35,No
Arquitectura,Presencial,No,23,7.7,81,Si
Arquitectura,Virtual,No,20,9.9,69,Si
Arquitectura,Presencial,Si,26,9.600000000000001,80,Si
Economia,Virtual,Si,25,10.0,75,Si
Industrial,Presencial,No,27,4.6,73,No
Economia,Presencial,No,21,5.6,89,Si
Derecho,Virtual,No,21,6.5,82,Si
Medicina,Virtual,No,20,7.4,89,Si
Industrial,Virtual,Si,26,6.699999999999999,63,No
Derecho,Virtual,Si,20,7.1,43,No
Arquitectura,Hibrida,Si,24,4.6,60,No
Medicina,Hibrida,Si,25,8.8,76,Si
Economia,Virtual,Si,24,5.2,82,No
Arquitectura,Presencial,No,23,6.0,82,No
Industrial,Virtual,Si,24,8.4,70,No
Economia,Virtual,No,19,4.5,59,No
Industrial,Virtual,No,27,7.9,48,No
Economia,Hibrida,No,24,5.0,51,No
Derecho,Hibrida,No,29,8.2,55,No
Medicina,Presencial,Si,19,9.6,93,Si
Arquitectura,Presencial,Si,22,8.2,55,No
Economia,Presencial,Si,29,5.8,90,No
Derecho,Presencial,Si,28,6.8,70,No
Arquitectura,Virtual,No,20,9.8,84,Si
Medicina,Hibrida,No,26,7.8,93,Si
Medicina,Hibrida,Si,30,4.8,79,No
Computacion,Presencial,Si,23,5.7,84,No
Medicina,Virtual,Si,30,7.199999999999999,70,Si
Derecho,Virtual,No,24,5.5,78,No
Derecho,Virtual,Si,24,8.0,70,No
Economia,Virtual,Si,19,5.6,60,No
Economia,Hibrida,No,21,5.9,59,No
Arquitectura,Presencial,Si,19,6.3,58,No
Derecho,Presencial,Si,18,7.3,71,No
Medicina,Virtual,No,29,8.7,68,Si
Medicina,Presencial,No,20,5.2,77,No
Computacion,Hibrida,Si,24,8.799999999999999,78,Si
Derecho,Virtual,Si,26,8.3,43,No
Economia,Presencial,Si,29,9.7,83,Si
Economia,Presencial,No,18,9.2,63,No
Derecho,Hibrida,No,23,4.1,100,No
Computacion,Virtual,Si,18,10.0,67,Si
Computacion,Presencial,Si,25,4.8,89,No
Industrial,Presencial,Si,23,8.3,94,Si
Medicina,Presencial,No,26,8.7,100,Si
Medicina,Hibrida,Si,18,8.299999999999999,79,Si
Industrial,Virtual,No,26,8.2,52,No
Economia,Hibrida,No,22,9.2,88,Si
Arquitectura,Presencial,Si,26,5.6000000000000005,68,No
Medicina,Presencial,No,29,5.1,65,No
Arquitectura,Presencial,No,29,4.4,84,No
Derecho,Hibrida,No,30,7.3,89,Si
Medicina,Hibrida,No,19,4.6,98,No
Derecho,Presencial,Si,21,4.699999999999999,62,No
Medicina,Hibrida,No,26,7.7,96,Si
Derecho,Hibrida,Si,18,10.0,63,No
Computacion,Virtual,Si,23,7.8999999999999995,60,Si
Arquitectura,Virtual,Si,29,5.2,62,No
Computacion,Presencial,Si,26,6.7,62,Si
Industrial,Presencial,No,29,4.6,90,No
Industrial,Virtual,No,19,5.0,44,No
Industrial,Presencial,No,23,9.4,85,Si
Economia,Virtual,No,30,7.8,81,Si
Arquitectura,Hibrida,Si,24,8.799999999999999,97,Si
Medicina,Virtual,Si,29,4.6000000000000005,77,No
Economia,Presencial,No,21,5.3,70,No
Industrial,Virtual,Si,19,4.3,63,No
Arquitectura,Presencial,Si,22,9.4,55,No
Derecho,Hibrida,Si,29,6.0,80,No
Industrial,Hibrida,Si,27,8.5,52,No
Computacion,Presencial,No,23,9.3,77,Si
Computacion,Presencial,Si,28,8.7,74,Si
Economia,Hibrida,Si,23,7.1,64,No
Medicina,Virtual,Si,21,6.699999999999999,100,Si
Arquitectura,Hibrida,Si,26,6.7,55,No
Industrial,Presencial,Si,25,7.7,81,Si
Arquitectura,Hibrida,Si,21,4.7,99,No
Arquitectura,Presencial,Si,28,6.8,73,Si
Arquitectura,Hibrida,Si,30,6.3,72,No
Medicina,Hibrida,Si,25,4.8,72,No
Industrial,Presencial,Si,29,5.0,89,No
Economia,Presencial,No,29,8.8,69,Si
Computacion,Virtual,Si,29,7.6000000000000005,50,No
Derecho,Hibrida,Si,24,7.9,92,Si
Computacion,Virtual,Si,30,8.6,61,No
Computacion,Virtual,No,28,9.1,76,Si
Computacion,Virtual,No,21,9.9,74,No
Medicina,Hibrida,Si,20,5.9,92,Si
Derecho,Hibrida,No,23,6.9,97,Si
Economia,Hibrida,No,23,7.8,65,No
Arquitectura,Virtual,Si,28,6.3,69,No
Derecho,Presencial,No,24,7.9,55,No
Arquitectura,Hibrida,Si,24,5.7,59,No
Arquitectura,Virtual,No,26,4.8,82,No
Industrial,Presencial,Si,22,8.799999999999999,83,Si
Derecho,Hibrida,Si,23,5.2,84,No
Economia,Presencial,Si,30,6.7,76,Si
Industrial,Hibrida,No,20,8.7,56,No
Computacion,Hibrida,No,27,7.4,64,Si
Derecho,Hibrida,Si,23,4.9,99,No
Arquitectura,Virtual,No,20,9.1,61,Si
Derecho,Presencial,Si,24,9.299999999999999,50,No
Derecho,Hibrida,Si,30,5.9,61,No
Arquitectura,Virtual,No,25,9.3,60,No
Arquitectura,Hibrida,No,29,5.9,89,No
Arquitectura,Hibrida,Si,26,5.4,79,No
Derecho,Hibrida,No,29,4.2,74,No
Industrial,Presencial,Si,22,7.199999999999999,69,Si
Derecho,Virtual,No,27,9.5,85,Si
Industrial,Virtual,Si,29,7.3,52,No
Computacion,Presencial,No,27,9.4,62,No
Computacion,Virtual,No,29,7.9,85,Si
Computacion,Presencial,Si,29,6.8,73,No
Industrial,Hibrida,Si,24,7.8999999999999995,52,No
Arquitectura,Hibrida,Si,20,9.799999999999999,61,Si
Economia,Virtual,No,22,7.8,48,No
Computacion,Hibrida,No,18,6.8,81,No
Computacion,Hibrida,No,21,5.3,92,No
Medicina,Virtual,Si,27,8.1,65,Si
Derecho,Presencial,Si,20,4.3,72,No
Industrial,Hibrida,No,23,9.5,53,No
Derecho,Presencial,No,27,8.0,94,Si
Arquitectura,Presencial,No,29,7.5,52,No
Economia,Virtual,No,24,8.9,80,Si
Computacion,Virtual,No,20,4.7,52,No
Arquitectura,Presencial,Si,27,4.8999999999999995,86,No
Computacion,Virtual,No,24,7.7,57,No
Arquitectura,Virtual,Si,27,7.800000000000001,63,Si
Arquitectura,Presencial,No,21,4.0,51,No
Computacion,Hibrida,Si,30,8.0,76,Si
Arquitectura,Hibrida,Si,18,8.0,94,Si
Economia,Virtual,No,30,4.0,78,No
Industrial,Hibrida,Si,20,5.9,71,No
Medicina,Presencial,Si,25,5.6000000000000005,92,No
Medicina,Hibrida,Si,26,6.1,100,No
Derecho,Hibrida,No,30,9.5,100,Si
Derecho,Virtual,Si,23,10.0,80,Si
Arquitectura,Presencial,No,29,9.1,95,Si
Medicina,Presencial,No,21,6.2,77,No
Derecho,Presencial,No,30,4.2,62,No
Medicina,Hibrida,Si,30,7.1000000000000005,89,Si
Industrial,Hibrida,No,30,6.0,99,No
Arquitectura,Hibrida,Si,21,8.600000000000001,79,Si
Computacion,Presencial,No,18,8.1,88,Si
Economia,Virtual,Si,19,7.1,78,Si
Industrial,Presencial,No,21,5.2,67,No
Medicina,Hibrida,Si,22,4.9,73,No
Arquitectura,Presencial,Si,26,6.3,70,No
Economia,Hibrida,Si,20,5.1000000000000005,89,No
Computacion,Presencial,Si,25,9.5,53,No
Medicina,Virtual,Si,29,8.1,83,Si
Derecho,Hibrida,Si,30,8.7,86,Si
Industrial,Virtual,Si,25,6.300000000000001,72,No
Derecho,Hibrida,No,23,6.4,94,No
Economia,Virtual,No,25,4.2,72,No
Medicina,Presencial,No,30,6.1,93,No
Medicina,Hibrida,Si,23,7.7,63,Si
Medicina,Presencial,Si,26,5.1,91,No
Industrial,Hibrida,No,30,9.9,86,Si
Arquitectura,Hibrida,Si,20,8.6,54,No
Medicina,Presencial,No,23,7.3,85,Si
Medicina,Presencial,Si,28,9.200000000000001,100,Si
Computacion,Presencial,Si,20,9.8,98,Si
Derecho,Hibrida,Si,25,7.7,74,Si
Derecho,Hibrida,No,22,7.4,93,Si
Medicina,Hibrida,No,19,7.5,100,Si
Derecho,Virtual,Si,23,10.0,48,No
Economia,Presencial,No,18,5.4,94,No
Industrial,Virtual,No,24,6.3,73,No
Medicina,Presencial,Si,26,6.3999999999999995,84,No
Industrial,Presencial,Si,18,4.5,51,No
Industrial,Virtual,Si,19,5.5,57,No
Medicina,Hibrida,Si,25,7.3999999999999995,97,Si
Medicina,Hibrida,Si,27,7.6,100,Si
Arquitectura,Hibrida,No,18,9.9,86,Si
Economia,Presencial,No,29,4.5,96,No
Economia,Virtual,Si,26,9.700000000000001,43,No
Industrial,Presencial,No,27,4.3,71,No
Computacion,Virtual,No,26,9.4,71,Si
Economia,Virtual,Si,18,8.799999999999999,74,Si
Computacion,Hibrida,No,27,5.0,53,No
Economia,Hibrida,Si,22,7.300000000000001,58,No
Economia,Virtual,Si,27,6.3,61,No
Arquitectura,Hibrida,Si,28,6.9,61,No
Medicina,Presencial,Si,23,10.0,73,Si
Medicina,Virtual,No,21,8.0,100,Si
Industrial,Virtual,Si,28,5.699999999999999,51,No
Economia,Virtual,Si,24,8.299999999999999,54,No
Medicina,Presencial,No,30,6.7,100,No
Industrial,Presencial,Si,26,8.3,77,Si
Economia,Virtual,No,22,8.8,49,No
Industrial,Hibrida,Si,29,8.2,99,Si
Industrial,Presencial,No,26,4.1,50,No
Computacion,Virtual,Si,26,4.8,62,No
Derecho,Presencial,Si,27,5.1,88,No
Arquitectura,Hibrida,Si,29,10.0,55,No
Industrial,Hibrida,Si,19,8.399999999999999,66,No
Computacion,Hibrida,No,22,8.6,94,Si
Economia,Virtual,Si,30,4.7,93,No
Computacion,Virtual,No,20,6.6,70,No
Derecho,Hibrida,No,19,4.9,99,No
Arquitectura,Hibrida,Si,25,8.3,56,No
Industrial,Virtual,No,18,9.4,54,No
Industrial,Virtual,No,20,8.2,70,Si
Medicina,Virtual,No,24,9.1,93,Si
Industrial,Virtual,Si,27,7.7,57,No
Industrial,Hibrida,Si,23,7.3,71,Si
Economia,Hibrida,Si,20,7.8,74,Si
Medicina,Presencial,No,25,4.5,100,No
Derecho,Presencial,Si,18,8.5,87,Si
Arquitectura,Hibrida,No,25,7.2,78,Si
Computacion,Presencial,No,18,6.0,96,Si
Computacion,Presencial,No,28,9.2,84,Si
Arquitectura,Presencial,Si,18,8.9,81,Si
Arquitectura,Presencial,Si,29,8.0,50,No
Economia,Presencial,No,27,5.0,87,No
Computacion,Presencial,No,27,8.8,64,Si
Derecho,Virtual,No,30,9.0,80,Si
Industrial,Hibrida,Si,23,9.2,100,Si
Derecho,Virtual,Si,19,5.699999999999999,80,Si
Derecho,Virtual,Si,27,4.8,39,No
Medicina,Presencial,Si,18,5.6,70,Si
Industrial,Virtual,Si,21,5.2,48,No
Arquitectura,Hibrida,Si,27,5.6,81,Si
Economia,Virtual,No,18,7.3,54,No
Computacion,Hibrida,No,30,9.9,82,Si
Industrial,Hibrida,Si,22,4.8999999999999995,57,No
Medicina,Virtual,Si,20,8.2,41,No
Economia,Hibrida,No,18,4.6,53,No
Derecho,Presencial,Si,25,7.8,54,No
Arquitectura,Hibrida,No,24,5.2,93,No
Derecho,Presencial,No,21,4.6,97,No
Derecho,Virtual,Si,19,7.5,75,Si
Arquitectura,Virtual,Si,24,6.7,68,No
Derecho,Virtual,Si,18,8.299999999999999,40,No
Medicina,Virtual,Si,30,6.699999999999999,72,No
Arquitectura,Presencial,Si,19,6.9,83,No
Arquitectura,Virtual,No,22,4.1,65,No
Medicina,Hibrida,Si,27,10.0,91,Si
Medicina,Hibrida,Si,24,7.6000000000000005,86,Si
Arquitectura,Presencial,No,21,4.8,68,No
Computacion,Presencial,No,28,5.8,95,No
Arquitectura,Hibrida,Si,25,7.5,58,No
Economia,Hibrida,No,29,7.8,90,Si
Industrial,Virtual,Si,22,7.199999999999999,56,No
Economia,Hibrida,Si,26,10.0,93,Si
Medicina,Virtual,No,27,4.2,73,No
Derecho,Presencial,No,21,7.2,91,Si
Arquitectura,Hibrida,Si,30,8.8,64,No
Arquitectura,Hibrida,No,22,4.3,73,No
Medicina,Hibrida,Si,25,9.0,100,Si
Economia,Hibrida,Si,21,9.5,79,Si
Derecho,Virtual,Si,19,5.4,48,No
Arquitectura,Hibrida,Si,22,6.9,93,Si
Economia,Virtual,No,29,7.9,57,No
Derecho,Hibrida,No,24,7.5,91,Si
Economia,Virtual,No,25,5.8,44,No
Economia,Presencial,No,23,9.8,99,Si
Derecho,Virtual,No,25,9.7,79,Si
Economia,Presencial,Si,29,8.799999999999999,92,Si
Computacion,Presencial,No,27,4.8,66,No
Derecho,Hibrida,Si,28,6.0,72,No
Derecho,Hibrida,No,19,9.5,75,Si
Derecho,Virtual,No,20,4.0,82,No
Economia,Virtual,No,30,9.9,77,Si
Industrial,Virtual,No,29,4.7,74,No
Arquitectura,Presencial,No,18,6.4,64,No
Computacion,Virtual,Si,27,8.4,75,Si
Derecho,Presencial,Si,26,9.6,93,Si
Arquitectura,Virtual,Si,25,6.6000000000000005,82,Si
Derecho,Hibrida,No,23,6.3,50,No
Economia,Virtual,No,26,4.5,77,No
Medicina,Virtual,No,20,8.8,79,Si
Arquitectura,Presencial,Si,21,6.6,83,Si
Arquitectura,Virtual,Si,18,6.6,49,No
Arquitectura,Presencial,Si,20,9.4,68,Si
Economia,Hibrida,No,25,7.4,79,Si
Computacion,Presencial,No,22,9.7,90,Si
Industrial,Hibrida,No,24,5.1,94,No
Computacion,Presencial,No,25,10.0,54,No
Economia,Hibrida,No,27,6.6,66,No
Medicina,Hibrida,Si,23,7.8,91,Si
Computacion,Presencial,No,25,9.3,58,No
Computacion,Virtual,No,24,7.8,66,Si
Arquitectura,Hibrida,Si,26,5.3,90,No
Derecho,Hibrida,No,23,9.0,93,Si
Economia,Hibrida,No,19,7.2,72,No
Computacion,Presencial,No,23,8.7,76,Si
Derecho,Presencial,Si,20,7.6,62,Si
Industrial,Hibrida,Si,24,6.8999999999999995,54,No
Computacion,Virtual,No,22,8.1,39,No
Arquitectura,Hibrida,No,20,8.3,51,No
Computacion,Presencial,Si,29,5.1000000000000005,64,No
Computacion,Virtual,Si,19,4.1,62,No
Industrial,Hibrida,Si,25,4.7,66,No
Computacion,Presencial,Si,27,5.3,62,No
Computacion,Presencial,No,27,6.1,60,No
Industrial,Hibrida,Si,26,8.1,56,No
Arquitectura,Presencial,Si,22,5.4,98,No
Computacion,Presencial,No,23,8.2,61,Si
Computacion,Presencial,No,24,6.5,82,Si
Computacion,Virtual,Si,25,5.3,38,No
Arquitectura,Hibrida,Si,19,6.3,57,No
Industrial,Virtual,No,21,7.3,50,No
Computacion,Virtual,No,20,4.1,73,No
Medicina,Virtual,Si,19,5.5,81,No
Derecho,Presencial,No,21,6.0,88,No
Medicina,Presencial,Si,24,8.9,81,Si
Industrial,Virtual,No,25,8.0,55,No
Derecho,Virtual,Si,19,6.0,69,Si
Computacion,Hibrida,Si,19,7.8,51,No
Industrial,Virtual,Si,22,8.2,49,No
Medicina,Virtual,Si,22,8.4,81,Si
Arquitectura,Hibrida,Si,30,4.9,77,No
Medicina,Virtual,No,25,6.8,45,No
Derecho,Virtual,No,20,5.9,54,No
Arquitectura,Hibrida,No,28,7.3,84,Si
Medicina,Hibrida,Si,26,4.8,78,No
Industrial,Virtual,No,23,4.4,81,No
Economia,Virtual,Si,30,9.4,54,No
Economia,Virtual,No,18,8.0,53,No
Arquitectura,Presencial,Si,22,4.7,60,No
Medicina,Hibrida,No,27,7.1,85,Si
Medicina,Hibrida,Si,23,6.8,84,No
Computacion,Hibrida,Si,23,7.5,98,Si
Economia,Virtual,No,21,7.0,93,Si
Arquitectura,Presencial,No,22,4.3,86,No
Derecho,Hibrida,Si,29,9.6,56,No
Arquitectura,Hibrida,No,24,5.3,100,No
Economia,Hibrida,No,24,8.0,70,Si
Medicina,Virtual,No,28,8.6,56,No
Derecho,Hibrida,No,22,9.6,84,Si
Medicina,Hibrida,Si,26,5.4,86,No
Economia,Virtual,No,23,9.2,43,No
Economia,Virtual,Si,22,8.299999999999999,48,No
Computacion,Presencial,No,25,6.9,77,No
Computacion,Presencial,Si,22,5.3999999999999995,66,No
Arquitectura,Presencial,Si,29,6.9,51,No
Economia,Hibrida,No,19,9.4,76,Si
Industrial,Hibrida,Si,24,10.0,96,Si
Arquitectura,Hibrida,Si,26,8.8,87,Si
Economia,Virtual,Si,21,7.8999999999999995,84,Si
Medicina,Hibrida,Si,24,5.5,63,Si
Medicina,Virtual,Si,25,7.6000000000000005,85,Si
Derecho,Virtual,Si,23,6.9,59,No
Arquitectura,Presencial,Si,29,9.7,92,Si
Economia,Hibrida,No,30,8.1,84,Si
Medicina,Virtual,Si,24,10.0,68,No
Economia,Presencial,Si,25,8.3,99,Si
Economia,Presencial,No,25,8.4,71,No
Computacion,Presencial,No,26,4.4,76,No
Arquitectura,Hibrida,No,25,8.2,98,Si
Industrial,Presencial,No,30,7.8,50,No
Industrial,Virtual,No,27,4.5,48,No
Industrial,Presencial,No,30,9.6,78,Si
Industrial,Presencial,No,20,8.1,70,No
Derecho,Presencial,No,23,5.1,74,No
Arquitectura,Presencial,Si,18,10.0,91,Si
Computacion,Virtual,Si,22,8.5,54,No
Economia,Presencial,Si,23,5.1,86,No
Medicina,Virtual,No,19,5.3,58,No
Medicina,Virtual,Si,24,9.7,82,Si
Derecho,Virtual,Si,18,6.2,54,No
Economia,Hibrida,No,19,4.1,58,No
Industrial,Virtual,Si,29,6.3999999999999995,64,No
Computacion,Virtual,Si,25,9.4,82,Si
Medicina,Virtual,No,28,6.2,80,Si
Arquitectura,Virtual,No,25,4.8,52,No
Computacion,Virtual,Si,20,7.7,51,No
Economia,Hibrida,No,26,5.9,60,Si
Medicina,Presencial,No,18,5.1,61,No
Medicina,Virtual,Si,29,7.2,63,No
Arquitectura,Virtual,No,25,4.7,87,No
Computacion,Presencial,No,20,9.0,97,Si
Economia,Hibrida,Si,27,10.0,50,No
Medicina,Presencial,Si,30,7.0,66,No
Industrial,Presencial,No,23,7.5,56,No
Derecho,Presencial,Si,25,9.4,92,Si
Economia,Hibrida,Si,23,10.0,91,Si
Industrial,Hibrida,Si,21,9.399999999999999,91,Si
Industrial,Presencial,No,19,6.4,61,Si
Medicina,Presencial,Si,21,5.2,100,No
Industrial,Presencial,Si,22,7.5,77,Si
Industrial,Hibrida,Si,23,8.4,73,Si
Medicina,Virtual,No,27,7.6,50,No
Medicina,Hibrida,No,19,4.2,83,No
Industrial,Hibrida,Si,25,7.6000000000000005,91,Si
Medicina,Presencial,No,22,4.9,73,No
Derecho,Hibrida,No,22,7.4,85,Si
Computacion,Hibrida,Si,26,6.9,56,No
Economia,Virtual,No,27,4.5,77,No
Industrial,Virtual,Si,30,5.199999999999999,69,No
Economia,Virtual,No,30,8.0,76,Si
Derecho,Presencial,Si,19,8.7,88,Si
Medicina,Hibrida,Si,18,6.9,57,No
Medicina,Hibrida,No,22,7.7,99,Si
Industrial,Hibrida,No,30,5.8,58,No
Derecho,Presencial,Si,29,10.0,51,No
Industrial,Presencial,No,28,9.1,84,Si
Economia,Virtual,Si,25,7.2,47,No
Medicina,Virtual,No,18,9.2,84,Si
Medicina,Presencial,No,18,4.6,100,No
Medicina,Hibrida,No,18,6.9,94,No
Arquitectura,Hibrida,No,21,8.3,83,Si
Arquitectura,Virtual,Si,22,9.5,56,No
Industrial,Virtual,No,29,6.6,46,No
Medicina,Virtual,No,21,7.0,87,Si
Industrial,Hibrida,No,20,9.3,96,Si
Medicina,Hibrida,No,30,6.8,74,Si
Industrial,Hibrida,Si,28,7.1000000000000005,61,No
Computacion,Virtual,No,22,5.4,79,No
Economia,Virtual,No,28,5.0,76,No
Economia,Virtual,Si,27,5.800000000000001,73,No
Economia,Presencial,No,20,9.1,82,Si
Computacion,Hibrida,Si,25,8.9,98,Si
Arquitectura,Hibrida,Si,26,4.3999999999999995,56,No
Derecho,Virtual,Si,29,6.3999999999999995,58,No
Industrial,Virtual,No,20,4.7,43,No
Computacion,Presencial,No,23,5.7,60,Si
Economia,Hibrida,No,23,7.8,65,Si
Arquitectura,Virtual,Si,20,9.5,58,No
Arquitectura,Hibrida,No,18,6.7,99,Si
Arquitectura,Presencial,Si,23,6.0,99,Si
Computacion,Hibrida,Si,27,5.1,90,No
Arquitectura,Virtual,No,24,9.3,80,Si
Economia,Virtual,Si,22,10.0,80,Si
Derecho,Hibrida,No,29,6.1,100,No
Derecho,Virtual,Si,18,7.6000000000000005,65,Si
Derecho,Presencial,No,26,6.0,90,Si
Computacion,Hibrida,No,21,9.0,69,No
Arquitectura,Presencial,Si,23,5.8999999999999995,82,Si
Industrial,Presencial,No,22,7.4,50,No
Derecho,Hibrida,Si,23,6.3999999999999995,92,No
Industrial,Presencial,No,26,8.4,56,No
Arquitectura,Presencial,No,25,4.6,95,No
Medicina,Presencial,Si,18,6.7,70,Si
Industrial,Hibrida,No,27,7.4,99,Si
Economia,Hibrida,No,28,6.5,78,No
Medicina,Hibrida,No,20,4.9,70,No
Derecho,Hibrida,Si,29,5.3,80,No
Arquitectura,Virtual,Si,27,9.4,49,No
Arquitectura,Presencial,Si,23,6.0,73,No
Derecho,Presencial,No,18,9.6,69,No
Derecho,Presencial,No,18,4.7,72,No
Computacion,Virtual,No,27,5.9,63,No
Medicina,Hibrida,Si,30,5.3999999999999995,100,No
Derecho,Hibrida,No,19,8.8,92,Si
Medicina,Presencial,No,23,7.2,100,Si
Industrial,Presencial,Si,29,4.699999999999999,90,No
Arquitectura,Hibrida,Si,28,8.200000000000001,62,Si
Computacion,Hibrida,Si,30,7.0,51,No
Derecho,Presencial,No,30,5.2,95,No
Arquitectura,Virtual,Si,30,7.7,53,No
Computacion,Virtual,No,20,6.5,68,Si
Computacion,Presencial,Si,26,5.1,59,No
Derecho,Virtual,No,28,5.0,74,No
Industrial,Presencial,No,24,4.6,59,No
Economia,Virtual,No,19,4.3,53,No
Arquitectura,Virtual,Si,22,4.5,61,No
Industrial,Presencial,Si,22,7.8,87,Si
Arquitectura,Hibrida,Si,22,7.5,78,Si
Derecho,Presencial,No,26,9.9,100,Si
Medicina,Hibrida,No,18,4.0,93,No
Derecho,Presencial,Si,25,6.3,66,Si
Economia,Hibrida,Si,27,9.0,68,No
Arquitectura,Presencial,No,19,6.4,57,No
Industrial,Hibrida,No,24,5.3,82,No
Economia,Hibrida,No,28,5.6,98,No
Economia,Presencial,No,23,5.3,88,No
Industrial,Presencial,Si,27,7.4,50,No
Industrial,Hibrida,No,30,6.4,55,No
Industrial,Hibrida,Si,26,4.6000000000000005,92,No
Medicina,Hibrida,No,24,5.1,100,No
Economia,Presencial,No,18,5.3,51,No
Industrial,Hibrida,No,21,4.5,89,No
Industrial,Presencial,Si,25,10.0,52,No
Industrial,Hibrida,Si,18,5.5,90,No
Arquitectura,Hibrida,No,20,7.3,92,Si
Industrial,Hibrida,Si,19,7.6,97,Si
Arquitectura,Presencial,No,21,9.1,51,No
Industrial,Hibrida,No,28,7.4,79,Si
Medicina,Hibrida,Si,23,6.699999999999999,85,No
Medicina,Virtual,Si,29,5.6,59,No
Economia,Presencial,Si,29,5.7,94,Si
Derecho,Presencial,Si,23,6.4,90,Si
Medicina,Presencial,No,22,5.5,88,No
Computacion,Virtual,Si,19,9.299999999999999,70,No
Arquitectura,Presencial,Si,18,9.8,74,No
Computacion,Presencial,Si,30,7.2,69,Si
Computacion,Hibrida,Si,26,4.6,74,No
Medicina,Presencial,Si,25,7.0,100,Si
Economia,Hibrida,Si,25,7.3,87,Si
Arquitectura,Hibrida,Si,27,9.399999999999999,62,Si
Arquitectura,Virtual,No,24,6.9,70,Si
Derecho,Presencial,Si,20,6.300000000000001,77,No
Economia,Virtual,Si,20,7.0,73,No
Arquitectura,Hibrida,Si,18,6.1000000000000005,85,No
Derecho,Presencial,Si,30,4.9,62,No
Medicina,Hibrida,No,27,7.4,85,Si
Economia,Presencial,Si,25,9.700000000000001,52,No
Industrial,Presencial,Si,25,8.1,65,No
Economia,Hibrida,No,21,6.4,50,No
Computacion,Virtual,Si,26,4.9,49,No
Economia,Presencial,Si,21,5.4,61,No
Derecho,Virtual,Si,20,5.9,48,No
Industrial,Presencial,No,28,8.7,57,No
Derecho,Virtual,No,21,6.2,63,No
Arquitectura,Virtual,Si,19,5.1000000000000005,47,No
Economia,Virtual,No,28,5.5,41,No
Economia,Presencial,No,21,4.3,100,No
Derecho,Hibrida,No,21,8.4,100,Si
Industrial,Hibrida,Si,20,7.8,98,Si
Economia,Virtual,No,20,5.9,53,No
Medicina,Virtual,No,27,6.4,100,Si
Derecho,Virtual,Si,24,5.8,60,No
Economia,Virtual,Si,20,8.9,49,No
Computacion,Virtual,No,24,6.7,59,No
Medicina,Virtual,No,24,4.1,73,No
Economia,Presencial,No,26,7.1,91,Si
Economia,Presencial,Si,19,4.800000000000001,52,No
Industrial,Virtual,No,22,8.5,86,Si
Arquitectura,Presencial,No,18,8.6,68,No
Medicina,Virtual,Si,25,8.1,88,Si
Derecho,Virtual,Si,26,8.1,66,Si
Computacion,Virtual,Si,24,8.799999999999999,76,Si
Arquitectura,Presencial,No,20,7.5,58,No
Industrial,Presencial,No,30,8.0,72,Si
